"Campus
Number",Campus,District,"ESC
Region",Region,"SBOE
District",# of Consecutive Years Campus is Academically Unacceptable,Campus 2020 Rating,Campus 2019 Rating,Campus 2018 Rating,Campus 2017 Rating,Campus 2016 Rating,Campus 2015 Rating,Campus 2014 Rating,Campus 2013 Rating,Campus 2012 Rating,Campus 2011 Rating
221901047,CLACK MIDDLE,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901048,CRAIG MIDDLE,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901102,AUSTIN EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
221901103,BONHAM EL,ABILENE ISD,14,REGION 14: ABILENE,15,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901104,BOWIE EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
221901108,DYESS EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
221901112,JACKSON EL,ABILENE ISD,14,REGION 14: ABILENE,15,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
221901113,JOHNSTON EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
221901116,LEE EL,ABILENE ISD,14,REGION 14: ABILENE,15,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
221901120,REAGAN EL,ABILENE ISD,14,REGION 14: ABILENE,15,2,Not Rated: Declared State of Disaster,F,Improvement Required,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901121,TAYLOR EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901142,OCEANS BEHAVIORAL HEALTH,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,n/a,Not Rated
221901150,WARD EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221901151,THOMAS EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
221901152,ORTIZ EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Acceptable
221901153,BASSETTI EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
221901155,MARTINEZ EL,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,
221901156,LONG EARLY LEARNING CENTER,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,,,,,,n/a,
221901208,DAY NURSERY OF ABILENE,ABILENE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Not Rated
209901001,ALBANY JR-SR H S,ALBANY ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
209901101,NANCY SMITH EL,ALBANY ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
127901001,ANSON H S,ANSON ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
127901041,ANSON MIDDLE,ANSON ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
127901101,ANSON EL,ANSON ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
217901001,ASPERMONT H S,ASPERMONT ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
217901101,ASPERMONT EL,ASPERMONT ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
030903001,BAIRD H S,BAIRD ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
030903041,BAIRD MIDDLE,BAIRD ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
030903101,BAIRD EL,BAIRD ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,Improvement Required,n/a,Academically Unacceptable
177903001,BLACKWELL SCHOOL,BLACKWELL CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
215901001,BRECKENRIDGE H S,BRECKENRIDGE ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
215901041,BRECKENRIDGE J H,BRECKENRIDGE ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
215901101,EAST EL,BRECKENRIDGE ISD,14,REGION 14: ABILENE,14,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
215901102,NORTH EL,BRECKENRIDGE ISD,14,REGION 14: ABILENE,14,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
215901103,SOUTH EL,BRECKENRIDGE ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
067902001,CISCO H S,CISCO ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
067902004,CISCO LEARNING CENTER,CISCO ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,C,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Met Alternative Education Standard,Not Rated: Minimum Size rules,Met Alternative Education Standard,Improvement Required,n/a,AEA: Academically Acceptable
067902041,CISCO J H,CISCO ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
067902101,CISCO EL,CISCO ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
030902001,CLYDE H S,CLYDE CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
030902041,CLYDE J H,CLYDE CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
030902101,CLYDE EL,CLYDE CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
030902103,CLYDE INT,CLYDE CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
168901001,COLORADO H S,COLORADO ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
168901003,WALLACE ACCELERATED H S,COLORADO ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,Not Rated: Minimum Size rules,Not Rated: Minimum Size rules,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Met Alternative Education Standard,Improvement Required,n/a,AEA: Academically Acceptable
168901100,COLORADO EL AND MIDDLE,COLORADO ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,,,,,n/a,
047901001,COMANCHE H S,COMANCHE ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
047901041,JEFFERIES J H,COMANCHE ISD,14,REGION 14: ABILENE,14,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
047901101,COMANCHE EL,COMANCHE ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
047901103,COMANCHE EARLY CHILDHOOD CENTER,COMANCHE ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,Not Rated: Minimum Size rules,Met Standard,Met Standard,Met Standard,,,,n/a,
030901001,CROSS PLAINS H S,CROSS PLAINS ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
030901101,CROSS PLAINS EL,CROSS PLAINS ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
047902001,DE LEON H S,DE LEON ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
047902041,PERKINS MIDDLE,DE LEON ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
047902101,DE LEON EL,DE LEON ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
067903001,EASTLAND H S,EASTLAND ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
067903041,EASTLAND MIDDLE,EASTLAND ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
067903101,SIEBERT EL,EASTLAND ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
030906001,EULA H S,EULA ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
030906041,EULA J H,EULA ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
030906101,EULA EL,EULA ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Recognized
067904001,GORMAN H S,GORMAN ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
067904042,GORMAN MIDDLE,GORMAN ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
067904101,MAXFIELD EL,GORMAN ISD,14,REGION 14: ABILENE,14,1,Not Rated: Declared State of Disaster,F,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
047903001,GUSTINE SCHOOL,GUSTINE ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Academically Acceptable
127903001,HAMLIN COLLEGIATE H S,HAMLIN COLLEGIATE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Academically Acceptable
127903102,HAMLIN COLLEGIATE EL,HAMLIN COLLEGIATE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,D,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
104901001,HASKELL H S,HASKELL CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
104901041,HASKELL J H,HASKELL CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
104901101,HASKELL EL,HASKELL CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
127904001,HAWLEY H S,HAWLEY ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
127904041,HAWLEY MIDDLE,HAWLEY ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Improvement Required,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
127904101,HAWLEY EL,HAWLEY ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
208901001,HERMLEIGH SCHOOL,HERMLEIGH ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Academically Unacceptable
208901003,WALLACE ACCELERATED H S,HERMLEIGH ISD,14,REGION 14: ABILENE,15,0,Not Rated,,,,,,,,n/a,
177905001,HIGHLAND SCHOOL,HIGHLAND ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
208903001,IRA SCHOOL,IRA ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
221911001,JIM NED H S,JIM NED CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
221911041,JIM NED MIDDLE,JIM NED CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221911101,LAWN EL,JIM NED CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
221911102,BUFFALO GAP EL,JIM NED CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Exemplary
168902001,LORAINE SCHOOL,LORAINE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Improvement Required,Met Standard,Improvement Required,Improvement Required,n/a,Academically Unacceptable
127905001,LUEDERS-AVOCA H S,LUEDERS-AVOCA ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Academically Acceptable
127905101,LUEDERS-AVOCA EL/J H,LUEDERS-AVOCA ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,D,Met Standard,Improvement Required,Improvement Required,Met Standard,Improvement Required,Improvement Required,n/a,Academically Acceptable
221904001,MERKEL H S,MERKEL ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221904041,MERKEL MIDDLE,MERKEL ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
221904102,MERKEL EL,MERKEL ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Improvement Required,n/a,Exemplary
221904105,TAYLOR COUNTY LEARNING CENTER,MERKEL ISD,14,REGION 14: ABILENE,15,0,Not Rated,,,,,,,,n/a,
209902001,MORAN SCHOOL,MORAN ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Improvement Required,n/a,Academically Acceptable
104907001,PAINT CREEK SCHOOL,PAINT CREEK ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
067907001,RANGER H S,RANGER ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,Met Standard,n/a,Academically Unacceptable
067907041,RANGER MIDDLE,RANGER ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,D,Improvement Required,Met Standard,Met Standard,Improvement Required,Improvement Required,Improvement Required,n/a,Academically Acceptable
067907101,RANGER EL,RANGER ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,C,Improvement Required,Met Standard,Improvement Required,Improvement Required,Met Standard,Met Standard,n/a,Recognized
067908001,RISING STAR H S,RISING STAR ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
067908101,RISING STAR EL,RISING STAR ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
076903001,ROBY CISD,ROBY CISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
177901001,ROSCOE COLLEGIATE H S,ROSCOE COLLEGIATE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Recognized
177901101,ROSCOE EL,ROSCOE COLLEGIATE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
177901102,ROSCOE COLLEGIATE MONTESSORI EARLY,ROSCOE COLLEGIATE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,,,,,,,n/a,
076904001,ROTAN K-12,ROTAN ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Unacceptable
104903001,RULE SCHOOL,RULE ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,B,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Academically Acceptable
047905001,SIDNEY SCHOOL,SIDNEY ISD,14,REGION 14: ABILENE,14,0,Not Rated: Declared State of Disaster,A,Met Standard,Met Standard,Met Standard,Met Standard,Improvement Required,Met Standard,n/a,Recognized
208902001,SNYDER H S,SNYDER ISD,14,REGION 14: ABILENE,15,0,Not Rated: Declared State of Disaster,C,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,Met Standard,n/a,Academically Acceptable
208902041,SNYDER J H,SNYDER ISD,14,REGION 14: ABILENE,15,5,Not Rated: Declared State of Disaster,F,Improvement Required,Improvement Required,Improvement Required,Improvement Required,Met Standard,Met Standard,n/a,Academically Acceptable
