mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school,full_address,latitude,longitude,geocode
66061479,102,Bellaire Court,,Bellaire,77401,Harris,Bellaire Courts,Single-Family,2002,6,4,0,4,13,1,2,FALSE,2,Traditional,1149000,17,Bellaire Area,16,16,1/21/2021,HOUSTON ISD,HORN EL,BELLAIRE H S,"102 Bellaire Court, Bellaire, Texas, 77401",29.705592,-95.45691142,"(29.705592000859102, -95.45691142027056)"
66111675,4423,Noble Street,,Houston,77020,Harris,Weisenbergers Lucky Seven,Single-Family,1938,4,2,1,2.1,4,0,2,FALSE,0,Other Style,99000,2,Denver Harbor,70,70,11/28/2020,HOUSTON ISD,ATHERTON EL,WHEATLEY H S,"4423 Noble Street, Houston, Texas, 77020",29.78035382,-95.32616418,"(29.780353824922987, -95.32616417990658)"
66117514,4606,Fisk ,B,Houston,77009,Harris,Fisk Court,Single-Family,2020,3,2,1,2.1,10,0,2,FALSE,0,Traditional,360000,9,Northside,211,211,7/10/2020,HOUSTON ISD,JEFFERSON EL,NORTHSIDE H S,"4606 Fisk , Houston, Texas, 77009",29.8016606,-95.37044536,"(29.801660597315436, -95.3704453624161)"
66140631,8762,Othello Street,,Houston,77029,Harris,Pleasant View,Single-Family,1955,3,1,0,1,3,0,1,FALSE,0,Traditional,139000,2,Denver Harbor,5,5,2/1/2021,HOUSTON ISD,PLEASANTVILLE EL,FURR H S,"8762 Othello Street, Houston, Texas, 77029",29.7610323,-95.26703009,"(29.761032304347825, -95.26703008695651)"
66188791,3709,Sunset Boulevard,,Houston,77005,Harris,Sunset Terrace Sec 01,Single-Family,2016,4,3,1,3.1,10,2,2,FALSE,2,"Contemporary/Modern, French, Other Style",2499000,17,West University/Southside Area,33,76,1/4/2021,HOUSTON ISD,WEST UNIVERSITY EL,LAMAR H S,"3709 Sunset Boulevard, Houston, Texas, 77005",29.722587,-95.398533,"(29.722587, -95.398533)"
66190810,2218,Sakowitz Street,,Houston,77020,Harris,Denver R/P,Single-Family,1998,3,1,0,1,6,0,1,FALSE,0,Traditional,100000,2,Denver Harbor,12,12,1/25/2021,HOUSTON ISD,ATHERTON EL,WHEATLEY H S,"2218 Sakowitz Street, Houston, Texas, 77020",29.78133776,-95.31340763,"(29.78133775510204, -95.31340763265305)"
66200111,1030,Arlington Street,,Houston,77008,Harris,Houston Heights,Single-Family,1920,2,2,0,2,7,0,1,FALSE,2,Traditional,549900,9,Heights/Greater Heights,152,152,8/27/2020,HOUSTON ISD,HARVARD EL,HEIGHTS H S,"1030 Arlington Street, Houston, Texas, 77008",29.78951873,-95.39408271,"(29.789518734693875, -95.39408271428572)"
66232995,10646,Clearview Villa Place,,Houston,77025,Harris,Villas/Clearview,Single-Family,2009,3,3,1,3.1,5,0,3,FALSE,0,Mediterranean,320000,18,Medical Center Area,8,8,1/29/2021,HOUSTON ISD,SHEARN EL,MADISON H S,"10646 Clearview Villa Place, Houston, Texas, 77025",29.66939367,-95.43269367,"(29.669393666666668, -95.43269366666667)"
66254848,4019,Driscoll Street,,Houston,77098,Harris,Creole/West Main,Single-Family,2014,4,4,1,4.1,13,0,4,FALSE,2,Traditional,759900,16,Montrose,323,662,3/20/2020,HOUSTON ISD,POE EL,LAMAR H S,"4019 Driscoll Street, Houston, Texas, 77098",29.73661788,-95.40616316,"(29.73661787755102, -95.4061631632653)"
66270166,2420,Nantucket  Drive,C,Houston,77057,Harris,Westhaven Estates,Single-Family,2002,3,4,1,4.1,14,2,3,FALSE,2,Traditional,839000,22,Galleria,109,256,10/20/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"2420 Nantucket  Drive, Houston, Texas, 77057",29.74177244,-95.48735751,"(29.741772442953017, -95.48735751006713)"
66272877,4116,Ruskin Street,,West University Place,77005,Harris,Fairhaven,Single-Family,1947,3,2,0,2,7,0,1,FALSE,0,Traditional,915000,17,West University/Southside Area,2,2,2/4/2021,HOUSTON ISD,WEST UNIVERSITY EL,LAMAR H S,"4116 Ruskin Street, West University Place, Texas, 77005",29.7077084,-95.4435318,"(29.707708399999998, -95.4435318)"
66390015,13702,Senca Park Drive,,Houston,77077,Harris,Parkway Villages,Single-Family,1994,3,2,0,2,7,1,1,TRUE,2,Traditional,361500,31,Energy Corridor,84,84,11/14/2020,HOUSTON ISD,BUSH EL,WESTSIDE H S,"13702 Senca Park Drive, Houston, Texas, 77077",29.76291275,-95.6312004,"(29.762912749237, -95.63120040242663)"
66427347,7934,Hanna ,,Houston,77028,Harris,Liberty Road Manor Sec 14,Single-Family,2018,2,2,0,2,4,0,1,FALSE,0,Contemporary/Modern,220000,2,Northeast Houston,94,94,11/4/2020,HOUSTON ISD,ELMORE EL,KASHMERE H S,"7934 Hanna , Houston, Texas, 77028",29.81310435,-95.28314643,"(29.813104346938776, -95.28314642857143)"
66439786,1902,Chew Street,,Houston,77020,Harris,Mims,Single-Family,1940,2,1,0,1,2,0,1,FALSE,0,Traditional,109500,2,Denver Harbor,61,61,12/7/2020,HOUSTON ISD,ATHERTON EL,WHEATLEY H S,"1902 Chew Street, Houston, Texas, 77020",29.77846651,-95.31501486,"(29.778466510204083, -95.31501485714286)"
66466034,1724,Michigan Street,,Houston,77006,Harris,Cherryhurst,Single-Family,2010,3,3,1,3.1,6,0,3,FALSE,2,Contemporary/Modern,699999,16,Montrose,85,85,11/13/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR H S,"1724 Michigan Street, Houston, Texas, 77006",29.74712963,-95.40042379,"(29.747129628283112, -95.40042378608982)"
66513782,514,Gregg Street,,Houston,77020,Harris,Cage,Single-Family,1930,2,1,1,1.1,2,0,1,FALSE,0,Traditional,400000,2,Northside,79,79,11/19/2020,HOUSTON ISD,SHADYDALE EL,NORTH FOREST H S,"514 Gregg Street, Houston, Texas, 77020",29.76687071,-95.33557,"(29.766870714285712, -95.33557)"
66622445,2538,Roy Circle,,Houston,77007,Harris,Cottage Oaks,Single-Family,1955,3,1,0,1,3,0,1,FALSE,0,Traditional,315000,9,Cottage Grove,241,241,6/10/2020,HOUSTON ISD,LOVE EL,WALTRIP H S,"2538 Roy Circle, Houston, Texas, 77007",29.78130475,-95.41239491,"(29.78130475, -95.41239491157759)"
66687781,2201,Avalon Place,,Houston,77019,Harris,GLENDOWER COURT,Single-Family,2001,5,6,2,6.2,15,1,3,TRUE,2,Contemporary/Modern,2490000,16,River Oaks Area,117,117,10/12/2020,HOUSTON ISD,RIVER OAKS EL,LAMAR H S,"2201 Avalon Place, Houston, Texas, 77019",29.746735,-95.413632,"(29.746735, -95.413632)"
66726099,214,Hagerman Street,,Houston,77011,Harris,Suburban Park,Single-Family,1940,2,1,0,1,2,0,1,FALSE,0,Traditional,215000,4,East End Revitalized,37,426,12/31/2020,HOUSTON ISD,BURNET EL,AUSTIN H S,"214 Hagerman Street, Houston, Texas, 77011",29.7454402,-95.32901093,"(29.7454402, -95.32901093333334)"
66745770,307,Bethje Street,,Houston,77007,Harris,Bercons Dickson Street Enclav,Single-Family,2011,3,3,1,3.1,3,0,3,FALSE,2,Mediterranean,499000,16,Rice Military/Washington Corridor,75,75,11/23/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"307 Bethje Street, Houston, Texas, 77007",29.7654762,-95.41058661,"(29.765476204081633, -95.4105866122449)"
66785241,2514,Mckinney St,,Houston,77003,Harris,Ssbb,Single-Family,1930,4,3,1,3.1,7,0,2,FALSE,2,"Contemporary/Modern, Mediterranean, Other Style, Split Level, Traditional",800000,4,East End Revitalized,66,66,12/2/2020,HOUSTON ISD,LANTRIP EL,WHEATLEY H S,"2514 Mckinney St, Houston, Texas, 77003",29.74901971,-95.35190714,"(29.749019714285716, -95.35190714285714)"
66900666,6003,Valley Forge Drive,,Houston,77057,Harris,Westhaven Estates,Single-Family,1993,3,3,1,3.1,9,1,2,FALSE,2,Traditional,559000,22,Galleria,161,161,8/3/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"6003 Valley Forge Drive, Houston, Texas, 77057",29.75361749,-95.48760941,"(29.753617489795918, -95.48760940816327)"
66981355,5815,Bellfort Street,,Houston,77035,Harris,Parkwest Sec 02,Single-Family,1965,4,2,1,2.1,8,1,1,FALSE,1,Traditional,349500,20,Brays Oaks,2,2,2/4/2021,HOUSTON ISD,ANDERSON EL,WESTBURY H S,"5815 Bellfort Street, Houston, Texas, 77035",29.66650491,-95.33214645,"(29.66650490704364, -95.33214645439855)"
66993062,6714,Langdon Lane,,Houston,77074,Harris,Sharpstown Sec 01,Single-Family,1956,3,2,0,2,7,0,1,FALSE,1,Ranch,214900,21,Sharpstown Area,93,93,9/13/2020,HOUSTON ISD,SUTTON EL,SHARPSTOWN H S,"6714 Langdon Lane, Houston, Texas, 77074",29.69315752,-95.50145431,"(29.693157515042962, -95.50145431433302)"
66998966,609,Malone Street,,Houston,77007,Harris,Rice Military,Single-Family,2018,3,3,2,3.2,8,0,4,FALSE,2,Contemporary/Modern,925000,16,Rice Military/Washington Corridor,221,863,6/30/2020,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"609 Malone Street, Houston, Texas, 77007",29.76755952,-95.41937385,"(29.767559515151515, -95.41937384848484)"
67029237,120,Sylvester  Road,A,Houston,77009,Harris,North Downtown,Single-Family,2020,3,2,1,2.1,11,0,2,FALSE,2,Contemporary/Modern,289990,9,Northside,68,425,11/30/2020,HOUSTON ISD,JEFFERSON EL,NORTHSIDE H S,"120 Sylvester  Road, Houston, Texas, 77009",29.81170127,-95.37015236,"(29.811701272727273, -95.37015236363636)"
67113356,4322,De Milo Drive,,Houston,77092,Harris,Oak Forest Sec 15,Single-Family,1955,4,2,0,2,8,0,1,TRUE,1,Traditional,435000,9,Oak Forest West Area,5,104,2/1/2021,HOUSTON ISD,SMITH EL,SCARBOROUGH H S,"4322 De Milo Drive, Houston, Texas, 77092",29.83431778,-95.45578,"(29.834317777777777, -95.45577999999999)"
67122861,5115,Del Sur Street  ,D,Houston,77018,Harris,Independence Heights,Single-Family,2021,3,2,1,2.1,10,0,2,FALSE,2,Contemporary/Modern,284990,9,Northwest Houston,20,20,1/17/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"5115 Del Sur Street  , Houston, Texas, 77018",29.83928414,-95.40569371,"(29.839284142857142, -95.4056937142857)"
67122861,5115,Del Sur Street  ,D,Houston,77018,Harris,Independence Heights,Single-Family,2021,3,2,1,2.1,10,0,2,FALSE,2,Contemporary/Modern,284990,9,Northwest Houston,20,20,1/17/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"5115 Del Sur Street  , Houston, Texas, 77018",29.83928414,-95.40569371,"(29.839284142857142, -95.4056937142857)"
67122861,5115,Del Sur Street  ,D,Houston,77018,Harris,Independence Heights,Single-Family,2021,3,2,1,2.1,10,0,2,FALSE,2,Contemporary/Modern,284990,9,Northwest Houston,20,20,1/17/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"5115 Del Sur Street  , Houston, Texas, 77018",29.83928414,-95.40569371,"(29.839284142857142, -95.4056937142857)"
67153161,823,Mansfield  Street,D,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
67153161,823,Mansfield  Street,D,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
67153161,823,Mansfield  Street,D,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
67153161,823,Mansfield  Street,D,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
67153161,823,Mansfield  Street,D,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
67153161,823,Mansfield  Street,D,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,6,0,2,FALSE,2,Other Style,299000,9,Northwest Houston,2,2,2/4/2021,HOUSTON ISD,HIGHLAND HTS EL,WASHINGTON B T H S,"823 Mansfield  Street, Houston, Texas, 77091",29.85134246,-95.41922009,"(29.851342455039195, -95.41922009175467)"
67179398,7645,Knoll Street,,Houston,77028,Harris,Weyburn Place Sec 02,Single-Family,1956,3,2,1,2.1,3,0,1,FALSE,0,Other Style,185000,2,Northeast Houston,39,39,12/29/2020,HOUSTON ISD,MCGOWEN EL,KASHMERE H S,"7645 Knoll Street, Houston, Texas, 77028",29.825021,-95.510174,"(29.825021, -95.510174)"
67180963,3803,Florinda Street,,Houston,77021,Harris,Scott Terrace Sec 04,Single-Family,1952,4,3,0,3,6,0,2,FALSE,0,Traditional,293500,4,University Area,102,102,10/27/2020,HOUSTON ISD,THOMPSON EL,YATES H S,"3803 Florinda Street, Houston, Texas, 77021",29.69656496,-95.36256478,"(29.696564959183675, -95.36256477551021)"
67204397,1720,Pannell Street,,Houston,77020,Harris,Chapmans Sec 03,Single-Family,1950,4,2,0,2,4,0,1,FALSE,0,Traditional,150000,2,Denver Harbor,6,6,1/31/2021,HOUSTON ISD,ATHERTON EL,WHEATLEY H S,"1720 Pannell Street, Houston, Texas, 77020",29.77722563,-95.33211884,"(29.77722563265306, -95.3321188367347)"
67260428,3911,Country Club Drive,,Baytown,77521,Harris,Goose Creek Reserve,Single-Family,2020,3,2,0,2,3,0,1,FALSE,2,Traditional,241990,2,Baytown/Harris County,59,59,12/9/2020,HOUSTON ISD,TRAVIS EL,LEE H S,"3911 Country Club Drive, Baytown, Texas, 77521",29.7696251,-94.998786,"(29.7696251, -94.998786)"
67263422,4601,Mimosa Drive,,Bellaire,77401,Harris,Post Oak Terrace Sec 02,Single-Family,1998,5,4,1,4.1,5,1,2,FALSE,1,Contemporary/Modern,799900,17,Bellaire Area,129,129,9/30/2020,HOUSTON ISD,HORN EL,BELLAIRE H S,"4601 Mimosa Drive, Bellaire, Texas, 77401",29.69042431,-95.45657056,"(29.6904243125, -95.4565705625)"
67264587,1314,Hadley St,,Houston,77002,Harris,Austin Hadley Place,Single-Family,2007,3,3,1,3.1,6,1,3,FALSE,2,Traditional,450000,16,Midtown - Houston,64,64,12/4/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR H S,"1314 Hadley St, Houston, Texas, 77002",29.74550404,-95.36986074,"(29.745504036147487, -95.36986074136271)"
67271665,3842,Grennoch Lane,,Houston,77025,Harris,Braes Heights Add Sec 09,Single-Family,2013,4,4,1,4.1,16,2,3,TRUE,2,Traditional,1299000,17,Braeswood Place,151,151,9/7/2020,HOUSTON ISD,TWAIN EL,LAMAR H S,"3842 Grennoch Lane, Houston, Texas, 77025",29.695207,-95.43848171,"(29.695207, -95.43848171428571)"
67295326,5455,Hidalgo,,Houston,77056,Harris,Courts St George,Single-Family,2005,4,3,1,3.1,11,1,3,FALSE,2,Traditional,599000,22,Galleria,63,96,12/5/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"5455 Hidalgo, Houston, Texas, 77056",29.73513589,-95.47369583,"(29.735135886777613, -95.47369582563799)"
67324981,4219,Eli Street,,Houston,77007,Harris,Rice Military,Single-Family,2020,3,3,1,3.1,7,0,3,FALSE,2,Contemporary/Modern,439990,16,Rice Military/Washington Corridor,165,165,8/25/2020,HOUSTON ISD,MEMORIAL EL,HEIGHTS H S,"4219 Eli Street, Houston, Texas, 77007",29.77339672,-95.40334134,"(29.773396717171718, -95.40334134343435)"
67357632,1937,Norfolk Street,,Houston,77098,Harris,Richmond Place,Single-Family,1981,2,2,1,2.1,6,1,2,FALSE,2,Contemporary/Modern,485000,16,Montrose,87,87,11/11/2020,HOUSTON ISD,POE EL,LAMAR H S,"1937 Norfolk Street, Houston, Texas, 77098",29.73250536,-95.40776036,"(29.732505363636363, -95.40776036363637)"
67421666,806,Detering Street,,Houston,77007,Harris,Detering Park,Single-Family,2020,3,3,1,3.1,11,0,3,FALSE,2,"Contemporary/Modern, Other Style, Traditional",625000,16,Rice Military/Washington Corridor,8,8,1/29/2021,HOUSTON ISD,MEMORIAL EL,LAMAR H S,"806 Detering Street, Houston, Texas, 77007",29.7690947,-95.4162636,"(29.7690947, -95.4162636)"
67437745,2518,Goldsmith Street,,Houston,77030,Harris,Brantwood,Single-Family,2005,4,3,2,3.2,8,1,2,FALSE,2,Georgian,1380000,17,Rice/Museum District,38,49,11/18/2020,HOUSTON ISD,ROBERTS EL,LAMAR H S,"2518 Goldsmith Street, Houston, Texas, 77030",29.71031968,-95.41687943,"(29.710319676767675, -95.41687943434344)"
67540547,1565,Beaconshire Road,,Houston,77077,Harris,Stonehenge Sec 03 U/R R/P,Single-Family,1984,4,2,1,2.1,4,1,2,FALSE,0,Traditional,270000,31,Energy Corridor,14,14,1/23/2021,HOUSTON ISD,RAY DAILY EL,WESTSIDE H S,"1565 Beaconshire Road, Houston, Texas, 77077",29.75206041,-95.61118632,"(29.752060406107212, -95.61118631842373)"
67596953,2409,Chapman,,Houston,77009,Harris,Little & Dickinson,Single-Family,1928,3,2,0,2,9,0,1,FALSE,0,Traditional,399000,9,Northside,79,79,11/19/2020,HOUSTON ISD,MARTINEZ C EL,NORTHSIDE H S,"2409 Chapman, Houston, Texas, 77009",29.78351978,-95.353972,"(29.783519775510204, -95.353972)"
67617557,5602,Woodway,,Houston,77056,Harris,Broad Oaks,Single-Family,1969,4,3,1,3.1,9,1,2,FALSE,2,"Contemporary/Modern, Traditional",1199900,22,Tanglewood Area,94,94,11/4/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"5602 Woodway, Houston, Texas, 77056",29.76391224,-95.4749738,"(29.76391224489796, -95.47497379591836)"
67620559,10711,Clearview Villa,,Houston,77025,Harris,Villas/Clearview Amd,Single-Family,2012,2,2,1,2.1,5,1,3,FALSE,21,Contemporary/Modern,289990,18,Medical Center Area,215,215,7/6/2020,HOUSTON ISD,SHEARN EL,MADISON H S,"10711 Clearview Villa, Houston, Texas, 77025",29.66828359,-95.43256487,"(29.668283585889622, -95.43256487317655)"
67633905,2714,Newman Street,,Houston,77098,Harris,Wateriiill/Newman Street,Single-Family,2006,4,3,1,3.1,15,1,3,FALSE,2,Contemporary/Modern,1150000,16,Upper Kirby,101,101,10/28/2020,HOUSTON ISD,POE EL,LAMAR H S,"2714 Newman Street, Houston, Texas, 77098",29.74156763,-95.41400785,"(29.741567626046248, -95.41400784927497)"
67883522,7512,Avenue H,,Houston,77012,Harris,Magnolia Park Sec 02,Single-Family,1930,3,2,2,2.2,13,0,2,FALSE,0,Contemporary/Modern,290000,4,East End Revitalized,31,31,1/6/2021,HOUSTON ISD,DE ZAVALA EL,MILBY H S,"7512 Avenue H, Houston, Texas, 77012",29.73715024,-95.28988616,"(29.737150244897958, -95.28988616326531)"
67911457,2215,Potomac  Drive,B,Houston,77057,Harris,Westhaven Estates Sec 01,Single-Family,1997,4,3,1,3.1,12,1,3,FALSE,2,"Mediterranean, Traditional",695000,22,Galleria,142,142,9/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"2215 Potomac  Drive, Houston, Texas, 77057",29.74449368,-95.48856705,"(29.74449367785235, -95.48856704697987)"
67911457,2215,Potomac  Drive,B,Houston,77057,Harris,Westhaven Estates Sec 01,Single-Family,1997,4,3,1,3.1,12,1,3,FALSE,2,"Mediterranean, Traditional",695000,22,Galleria,142,142,9/17/2020,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"2215 Potomac  Drive, Houston, Texas, 77057",29.74449368,-95.48856705,"(29.74449367785235, -95.48856704697987)"
67942679,5702,Vision Lane ,,Houston,77048,Harris,Kingdom Come,Single-Family,0,4,2,0,2,4,0,2,FALSE,2,Traditional,224400,3,Medical Center South,101,101,10/28/2020,HOUSTON ISD,FROST EL,STERLING H S,"5702 Vision Lane , Houston, Texas, 77048",29.630727,-95.33378,"(29.630727, -95.33378)"
67946561,4617,Bricker Street,,Houston,77051,Harris,East Sunnyside Court Sec 01,Single-Family,1945,3,2,0,2,5,0,1,FALSE,0,Traditional,199900,3,Medical Center South,4,4,1/30/2021,HOUSTON ISD,YOUNG EL,WORTHING H S,"4617 Bricker Street, Houston, Texas, 77051",29.67279076,-95.35686349,"(29.672790757799287, -95.35686349443186)"
68038383,5850,Post Oak Lane,,Houston,77055,Harris,Uptown North,Single-Family,2021,4,4,1,4.1,10,0,4,FALSE,2,Contemporary/Modern,575000,24,Spring Branch,8,169,1/29/2021,HOUSTON ISD,SINCLAIR EL,WALTRIP H S,"5850 Post Oak Lane, Houston, Texas, 77055",29.7750728,-95.45839267,"(29.7750728, -95.45839266875547)"
68081239,5238,Grace Point Lane,,Houston,77048,Harris,Crestmont Park Sec 02,Single-Family,1976,3,1,0,1,5,0,1,FALSE,0,Traditional,125000,3,Medical Center South,31,454,1/6/2021,HOUSTON ISD,CODWELL EL,STERLING H S,"5238 Grace Point Lane, Houston, Texas, 77048",29.63924127,-95.34406686,"(29.639241268041236, -95.3440668556701)"
68130226,5716,Winsome Lane,,Houston,77057,Harris,Sunny Gardens,Single-Family,2002,3,3,1,3.1,8,1,3,FALSE,2,Mediterranean,489000,22,Galleria,9,9,1/28/2021,HOUSTON ISD,BRIARGROVE EL,WISDOM H S,"5716 Winsome Lane, Houston, Texas, 77057",29.73554242,-95.47880698,"(29.735542424242425, -95.47880697979798)"
68137007,7519,Glenheath Street,,Houston,77061,Harris,Glenbrook Valley Sec 07 Ext,Single-Family,1962,3,2,0,2,7,0,1,FALSE,2,Contemporary/Modern,145500,3,Hobby Area,2,2,2/4/2021,HOUSTON ISD,BELLFORT EARLY CHILDHOOD CENTER,CHAVEZ H S,"7519 Glenheath Street, Houston, Texas, 77061",29.66577593,-95.28450683,"(29.66577592996169, -95.2845068301039)"
68171950,912,DREW Street,,Houston,77006,Harris,WEST DREW VILLAS,Single-Family,2021,3,2,1,2.1,11,0,2,FALSE,2,"Contemporary/Modern, Traditional",679900,16,Montrose,12,25,1/25/2021,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR H S,"912 DREW Street, Houston, Texas, 77006",29.74729,-95.3803553,"(29.74729, -95.3803553)"
68185329,2031,Fannin Station N ,,Houston,77045,Harris,Fannin Station,Single-Family,2013,3,3,1,3.1,6,0,3,FALSE,2,English,399999,18,Medical Center Area,133,133,9/26/2020,HOUSTON ISD,HOBBY EL,MADISON H S,"2031 Fannin Station N , Houston, Texas, 77045",29.66748115,-95.4008301,"(29.66748115445386, -95.40083010092758)"
68258530,9551,Neuens  Road,B,Houston,77080,Harris,Spring Branch,Single-Family,2021,3,2,1,2.1,9,0,2,FALSE,0,Contemporary/Modern,304990,24,Spring Branch,1,1,2/5/2021,SPRING BRANCH ISD,PINE SHADOWS EL,SPRING H S,"9551 Neuens  Road, Houston, Texas, 77080",29.80661371,-95.52813081,"(29.806613708333334, -95.52813081250001)"
68337606,13919,Locke Lane,,Houston,77077,Harris,Briar Village,Single-Family,1973,3,2,0,2,4,1,1,FALSE,2,Ranch,264999,31,Energy Corridor,11,11,1/26/2021,HOUSTON ISD,RAY DAILY EL,WESTSIDE H S,"13919 Locke Lane, Houston, Texas, 77077",29.73662031,-95.63658848,"(29.736620314909562, -95.63658848426124)"
68346760,9203,Landsdowne Drive,,Houston,77096,Harris,Maplewood North,Single-Family,2020,5,4,1,4.1,12,1,2,FALSE,2,"Other Style, Traditional",899000,20,Meyerland Area,103,103,10/26/2020,HOUSTON ISD,HEROD EL,BELLAIRE H S,"9203 Landsdowne Drive, Houston, Texas, 77096",29.6789662,-95.48730598,"(29.678966204081632, -95.48730597959184)"
68436177,511,Gregg Street,,Houston,77020,Harris,TRAILS ON CLINE STREET,Single-Family,2015,3,3,1,3.1,4,0,3,FALSE,2,Contemporary/Modern,369900,2,Denver Harbor,26,26,1/11/2021,HOUSTON ISD,BRUCE EL,WHEATLEY H S,"511 Gregg Street, Houston, Texas, 77020",29.76685008,-95.33575871,"(29.76685008163265, -95.33575871428572)"
