mls,street_number,street_name,unit,city,zip,county,subdivision,home_type,year_built,bedrooms,full_baths,half_baths,total_baths,room_count,fireplaces,stories,pool_private,garages,style,list_price,market_area,area,dom,cdom,list_date,school_district,elementary,high_school
90780937,4808,Michaux Street,,Houston,77009,Harris,Ross & Masterson Sub,Single-Family,1928,5,4,0,4,5,0,1,FALSE,0,English,549900,9,Heights/Greater Heights,89,89,11/9/2020,HOUSTON ISD,BROWNING ELEMENTARY,HEIGHTS HIGH SCHOOL
90804488,1725,Aden Dr,,Houston,77003,Harris,Midtown Village,Single-Family,2005,2,2,1,2.1,6,0,2,FALSE,2,Split Level,299999,4,East End Revitalized,0,120,2/6/2021,HOUSTON ISD,LANTRIP ELEMENTARY,WHEATLEY HIGH SCHOOL
90834971,4,Talisman Court,,Houston,77076,Harris,Wildrose Gardens Sec 02,Single-Family,1951,2,1,0,1,2,0,1,FALSE,0,Traditional,120500,9,Northwest Houston,6,6,1/31/2021,HOUSTON ISD,WESLEY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
90858349,5702,43rd Street,,Houston,77092,Harris,Oak Forest,Single-Family,1960,3,2,0,2,6,1,1,FALSE,0,"Contemporary/Modern, Traditional",344900,9,Oak Forest West Area,15,58,1/22/2021,HOUSTON ISD,WAINWRIGHT ELEMENTARY,SCARBOROUGH HIGH SCHOOL
90882439,5623,Belcrest Street,,Houston,77033,Harris,Belfort Park Sec 04,Single-Family,1955,3,2,0,2,7,0,1,FALSE,0,Traditional,169888,3,Medical Center South,323,323,3/20/2020,HOUSTON ISD,ALCOTT ELEMENTARY,WORTHING HIGH SCHOOL
90923327,2035,Sheridan  Street,B,Houston,77030,Harris,SOUTHGATE,Single-Family,2017,5,5,1,5.1,10,1,3,FALSE,2,"Contemporary/Modern, Mediterranean",1300000,17,Rice/Museum District,87,87,11/11/2020,HOUSTON ISD,ROBERTS ELEMENTARY,LAMAR HIGH SCHOOL
90924956,6135,Cedar Creek,,Houston,77057,Harris,Briargrove,Single-Family,1960,3,4,1,4.1,11,2,1,TRUE,0,Traditional,1049000,22,Briargrove,25,281,1/12/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
90972940,131,Knightsbridge Park Lane,,Houston,77018,Harris,Park at Yale,Single-Family,2021,3,2,1,2.1,8,0,2,FALSE,2,"Contemporary/Modern, Other Style",284700,9,Northwest Houston,92,155,11/6/2020,HOUSTON ISD,KENNEDY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
91004815,7920,Harrisburg Drive,,Houston,77012,Harris,Magnolia Park Sec 02,Single-Family,1930,4,4,0,4,4,0,2,FALSE,0,Traditional,350000,4,East End Revitalized,194,194,7/27/2020,HOUSTON ISD,GALLEGOS ELEMENTARY,MILBY HIGH SCHOOL
91018474,3323,Freshmeadows Drive,,Houston,77063,Harris,Briarmeadow Sec 01 Prcl R/P,Single-Family,1968,3,2,0,2,8,1,1,FALSE,2,Colonial,374500,22,Briarmeadow/Tanglewilde,87,87,11/11/2020,HOUSTON ISD,PINEY POINT ELEMENTARY,WISDOM HIGH SCHOOL
91038234,5320,Dora Street,,Houston,77005,Harris,Jandor Garden,Single-Family,2021,4,4,1,4.1,12,1,2,FALSE,2,Contemporary/Modern,2845000,17,Rice/Museum District,52,52,12/16/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
91045692,5115,Chantilly Lane,,Houston,77092,Harris,Mangum Manor Sec 03,Single-Family,1960,3,2,0,2,10,0,1,FALSE,2,Traditional,295000,9,Oak Forest West Area,113,113,10/16/2020,HOUSTON ISD,WAINWRIGHT ELEMENTARY,SCARBOROUGH HIGH SCHOOL
91054542,3538,Griggs Road,,Houston,77021,Harris,Terrace Oaks,Single-Family,2013,3,3,1,3.1,6,2,2,FALSE,0,Mediterranean,525000,4,Riverside,23,119,1/14/2021,HOUSTON ISD,THOMPSON ELEMENTARY,YATES HIGH SCHOOL
91069542,4037,Meadow Lake Lane,,Houston,77027,Harris,Oak Estates Add,Single-Family,2008,5,4,1,4.1,13,1,2,TRUE,3,Mediterranean,2800000,16,River Oaks Area,36,316,1/1/2021,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
91091193,6814,Sherman Street,,Houston,77011,Harris,Central Park,Single-Family,1935,7,4,1,4.1,12,1,2,FALSE,0,Traditional,380000,4,East End Revitalized,11,11,1/26/2021,HOUSTON ISD,BRISCOE ELEMENTARY,AUSTIN HIGH SCHOOL
91094705,12910,Zivah Lane,,Houston,77048,Harris,Benson Trace,Single-Family,2021,3,2,0,2,6,0,1,FALSE,2,Traditional,210666,3,Medical Center South,2,2,2/4/2021,HOUSTON ISD,LAW ELEMENTARY,STERLING HIGH SCHOOL
91103772,5414,Holguin Hollow Street,,Houston,77023,Harris,Oaks of Lawndale,Single-Family,2021,3,2,1,2.1,5,0,2,FALSE,2,Contemporary/Modern,317995,4,East End Revitalized,30,30,1/7/2021,HOUSTON ISD,CARRILLO ELEMENTARY,AUSTIN HIGH SCHOOL
91120112,13919,Merganser Drive,,Houston,77047,Harris,Brunswick Lakes,Single-Family,2013,3,2,0,2,6,0,1,FALSE,2,Traditional,220000,3,Medical Center South,1,1,2/5/2021,HOUSTON ISD,LAW ELEMENTARY,WORTHING HIGH SCHOOL
91167715,3306,Ann Arbor Drive,,Houston,77063,Harris,Briarmeadow Sec 01,Single-Family,1963,3,2,0,2,3,0,1,FALSE,2,Traditional,498000,22,Briarmeadow/Tanglewilde,226,531,6/25/2020,HOUSTON ISD,PINEY POINT ELEMENTARY,WISDOM HIGH SCHOOL
91184041,5406,Windswept Lane,,Houston,77056,Harris,Larchmont Sec 01,Single-Family,1957,3,3,0,3,6,1,1,TRUE,2,Traditional,549000,22,Galleria,173,275,8/4/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
91249657,4018,Silverwood Drive,,Houston,77025,Harris,Westwood Sec 05,Single-Family,1972,4,3,0,3,4,1,2,FALSE,2,Traditional,379500,20,Willow Meadows Area,88,393,11/10/2020,HOUSTON ISD,SHEARN ELEMENTARY,WESTBURY HIGH SCHOOL
91263123,1211,Wagner ,,Houston,77007,Harris,Wagner Street Terrace,Single-Family,2016,3,3,1,3.1,6,0,3,FALSE,2,Contemporary/Modern,665000,16,Rice Military/Washington Corridor,175,175,8/15/2020,HOUSTON ISD,CROCKETT ELEMENTARY,HEIGHTS HIGH SCHOOL
91278684,7526,Mclean Street,,Houston,77051,Harris,East Sunny Side Court Sec 02,Single-Family,2020,3,2,1,2.1,5,0,2,FALSE,2,Contemporary/Modern,244900,3,Medical Center South,29,159,1/8/2021,HOUSTON ISD,YOUNG ELEMENTARY,WORTHING HIGH SCHOOL
91331068,10,Talisman Court,,Houston,77076,Harris,Wildrose Gardens Sec 02,Single-Family,1960,2,1,0,1,2,0,1,FALSE,0,Traditional,131250,9,Northwest Houston,6,6,1/31/2021,HOUSTON ISD,WESLEY ELEMENTARY,WASHINGTON B T HIGH SCHOOL
91369427,351,26th Street,,Houston,77008,Harris,Villas/Ashland Street Sub,Single-Family,2013,3,3,1,3.1,5,0,3,FALSE,2,Traditional,415000,9,Heights/Greater Heights,21,141,1/16/2021,HOUSTON ISD,HELMS ELEMENTARY,HEIGHTS HIGH SCHOOL
91397839,3720,Ella Boulevard,,Houston,77018,Harris,Oak Forest Sec 01,Single-Family,1950,2,1,0,1,1,0,1,FALSE,1,Contemporary/Modern,425000,9,Oak Forest East Area,1244,1244,9/11/2017,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP HIGH SCHOOL
91400056,12119,Burgoyne Drive,,Houston,77077,Harris,Shadowbriar Sec 02,Single-Family,1985,3,2,1,2.1,8,1,1,FALSE,0,Contemporary/Modern,380000,31,Energy Corridor,17,362,1/20/2021,HOUSTON ISD,SHADOWBRIAR ELEMENTARY,WESTSIDE HIGH SCHOOL
91401688,2313,Main Street,,Houston,77098,Harris,Kirby Commons Amd 1,Single-Family,2015,3,3,1,3.1,7,1,4,FALSE,2,"Split Level, Traditional",1024000,16,Upper Kirby,94,269,11/4/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
91503408,703,35th Street,,Houston,77022,Harris,LINCOLN HEIGHTS 3RD AMEND,Single-Family,2020,3,2,1,2.1,6,0,2,FALSE,2,Contemporary/Modern,385000,9,Northwest Houston,2,327,2/4/2021,HOUSTON ISD,BURRUS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
91575672,2215,Sunset ,,Houston,77005,Harris,Southampton Place,Single-Family,2008,6,7,2,7.2,18,4,3,TRUE,3,"French, Traditional",2895000,17,Rice/Museum District,131,359,9/28/2020,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
91608976,1410,Bonnie Brae Street,,Houston,77006,Harris,Castle Court,Single-Family,1920,4,3,0,3,4,1,2,FALSE,2,Traditional,825000,16,Montrose,1,148,2/5/2021,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
91619250,212,Edgewood Street,,Houston,77011,Harris,Engel,Single-Family,1927,3,2,0,2,3,0,1,FALSE,0,Other Style,369000,4,East End Revitalized,50,50,12/18/2020,HOUSTON ISD,BURNET ELEMENTARY,AUSTIN HIGH SCHOOL
91625558,5743,Kiam  Street,D,Houston,77007,Harris,Kiam Estates,Single-Family,2013,4,3,0,3,7,1,3,FALSE,2,Traditional,369000,9,Cottage Grove,66,142,12/2/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,WALTRIP HIGH SCHOOL
91701708,2818,Grand Fountains  Drive,A,Houston,77054,Harris,Medical Center,Single-Family,2021,3,3,1,3.1,12,0,3,FALSE,2,Contemporary/Modern,394990,18,Medical Center Area,26,26,1/11/2021,HOUSTON ISD,SHEARN ELEMENTARY,MADISON HIGH SCHOOL
91709657,11,Crestwood Drive,,Houston,77007,Harris,Crestwood Acres,Single-Family,2013,6,7,3,7.3,15,3,3,TRUE,4,French,6490000,16,Memorial Park,4,123,2/2/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
91730472,1212,Dallas Street,,Houston,77019,Harris,Vista Modern at West Dallas,Single-Family,2015,3,3,1,3.1,6,0,4,FALSE,2,Traditional,465000,16,Midtown - Houston,24,57,1/13/2021,HOUSTON ISD,GREGORY-LINCOLN ED CTR,HEIGHTS HIGH SCHOOL
91767139,8915,Wallington Drive,,Houston,77096,Harris,Meyercrest,Single-Family,1994,4,3,1,3.1,5,1,2,FALSE,2,"Contemporary/Modern, Georgian",669000,20,Meyerland Area,13,13,1/24/2021,HOUSTON ISD,HEROD ELEMENTARY,BELLAIRE HIGH SCHOOL
91769534,12903,Marciano Street,,Houston,77048,Harris,Maple Village,Single-Family,2020,4,2,1,2.1,11,0,2,FALSE,2,Traditional,228990,3,Medical Center South,33,33,1/4/2021,HOUSTON ISD,FROST ELEMENTARY,STERLING HIGH SCHOOL
91769608,5026,Balkin Street,,Houston,77021,Harris,Macgregor Terrace Sec 01,Single-Family,1952,3,1,0,1,3,0,1,FALSE,0,Colonial,178000,4,University Area,176,542,8/14/2020,HOUSTON ISD,HARTSFIELD ELEMENTARY,YATES HIGH SCHOOL
91790603,4219,Koehler  ,A,Houston,77007,Harris,Rice Military/Washington Corridor,Single-Family,2007,3,3,0,3,9,0,3,FALSE,2,Traditional,370000,16,Rice Military/Washington Corridor,40,106,12/28/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
91798094,848,Dunleigh Meadows,,Houston,77055,Harris,Somerset Green,Single-Family,2015,3,3,1,3.1,9,0,4,FALSE,2,"French, Traditional",755000,9,Timbergrove/Lazybrook,128,335,10/1/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
91822296,2368,Timber Lane,,Houston,77027,Harris,River Oaks,Single-Family,1990,5,5,1,5.1,13,2,3,FALSE,2,"Other Style, Traditional",2695000,16,River Oaks Area,14,419,1/23/2021,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
91826858,2338,Brookmere,,Houston,77008,Harris,Lazybrook 8,Single-Family,2002,3,3,1,3.1,9,0,2,FALSE,2,Traditional,1095000,9,Timbergrove/Lazybrook,79,79,11/19/2020,HOUSTON ISD,SINCLAIR ELEMENTARY,WALTRIP HIGH SCHOOL
91835479,5403,Feagan Street,,Houston,77007,Harris,Park Villas/Rose,Single-Family,2010,3,3,1,3.1,7,1,4,FALSE,2,Mediterranean,669000,16,Rice Military/Washington Corridor,50,50,12/18/2020,HOUSTON ISD,MEMORIAL ELEMENTARY,LAMAR HIGH SCHOOL
91869024,4320,Vivian Street,,Bellaire,77401,Harris,Southdale,Single-Family,1998,4,3,1,3.1,10,1,2,FALSE,2,"Contemporary/Modern, French",799000,17,Bellaire Area,2,2,2/4/2021,HOUSTON ISD,HORN ELEMENTARY,BELLAIRE HIGH SCHOOL
91907245,1626,Dunlavy st  Street,A,Houston,77006,Harris,Oakmont,Single-Family,1998,3,3,1,3.1,11,1,3,FALSE,2,Contemporary/Modern,539000,16,River Oaks Shopping Area,100,142,10/29/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
91909723,2753,Clinton Drive,,Houston,77020,Harris,North EaDo,Single-Family,2020,3,3,1,3.1,12,0,3,FALSE,2,Contemporary/Modern,364990,2,Denver Harbor,26,26,1/11/2021,HOUSTON ISD,BRUCE ELEMENTARY,WHEATLEY HIGH SCHOOL
91921951,6419,Indigo Street,,Houston,77074,Harris,Braes Timbers,Single-Family,1959,3,2,0,2,3,0,1,FALSE,0,Traditional,199500,20,Brays Oaks,37,37,12/30/2020,HOUSTON ISD,MCNAMARA ELEMENTARY,SHARPSTOWN HIGH SCHOOL
91994173,3025,Cedar Hill Lane,,Houston,77093,Harris,Greenwood Village,Single-Family,1954,3,2,0,2,6,0,1,FALSE,0,Traditional,159900,34,Northside,92,92,11/6/2020,HOUSTON ISD,SCARBOROUGH ELEMENTARY,HOUSTON MATH SCIENCE AND TECHNOLOG
92005982,1136,Woodland,,Houston,77009,Harris,Norhill,Single-Family,2021,4,4,1,4.1,11,1,2,TRUE,2,"Contemporary/Modern, Traditional",1799000,9,Heights/Greater Heights,126,126,10/3/2020,HOUSTON ISD,TRAVIS ELEMENTARY,HEIGHTS HIGH SCHOOL
92014006,3206,Blue Bonnet Boulevard,,Houston,77025,Harris,Southern Oaks Sec 01,Single-Family,2016,4,3,1,3.1,10,2,2,FALSE,1,"Contemporary/Modern, Mediterranean, Other Style",1735000,17,Braeswood Place,55,55,12/13/2020,HOUSTON ISD,TWAIN ELEMENTARY,LAMAR HIGH SCHOOL
92021622,5411,Larkin Street,,Houston,77007,Harris,Larkin Place,Single-Family,2017,3,3,1,3.1,4,0,4,FALSE,0,Contemporary/Modern,445000,9,Cottage Grove,35,35,1/2/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,WALTRIP HIGH SCHOOL
92104795,5518,Yarwell Drive,,Houston,77096,Harris,Marilyn Estates Sec 07,Single-Family,1964,3,2,0,2,8,1,1,FALSE,2,Ranch,430000,20,Meyerland Area,19,19,1/18/2021,HOUSTON ISD,PARKER ELEMENTARY,WESTBURY HIGH SCHOOL
92137503,3019,Elysian Street,,Houston,77009,Harris,Ryon Add,Single-Family,2019,3,2,1,2.1,5,0,2,FALSE,0,Traditional,269000,9,Northside,2,2,2/4/2021,HOUSTON ISD,MARTINEZ C ELEMENTARY,NORTHSIDE HIGH SCHOOL
92208414,4609,Holt Street,,Bellaire,77401,Harris,Post Oak Terrace,Single-Family,2012,5,4,1,4.1,13,1,2,TRUE,2,"Contemporary/Modern, Mediterranean",1699000,17,Bellaire Area,1,1,2/5/2021,HOUSTON ISD,HORN ELEMENTARY,BELLAIRE HIGH SCHOOL
92214244,6928,J W Peavy Drive,,Houston,77011,Harris,Central Park,Single-Family,1940,3,2,0,2,7,0,1,FALSE,0,Traditional,258000,4,East End Revitalized,381,545,1/2/2020,HOUSTON ISD,FRANKLIN ELEMENTARY,AUSTIN HIGH SCHOOL
92220264,5527,Chantilly Lane,,Houston,77092,Harris,Oak Forest,Single-Family,1965,3,2,0,2,5,0,1,FALSE,0,Ranch,200000,9,Oak Forest West Area,32,32,1/5/2021,HOUSTON ISD,WAINWRIGHT ELEMENTARY,SCARBOROUGH HIGH SCHOOL
92227738,3210,Durhill st,,Houston,77025,Harris,Westridge,Single-Family,1950,3,2,0,2,6,0,1,FALSE,0,Traditional,324000,17,Knollwood/Woodside Area,165,441,8/25/2020,HOUSTON ISD,LONGFELLOW ELEMENTARY,BELLAIRE HIGH SCHOOL
92297681,5716,Longmont Lane,,Houston,77057,Harris,Longmont,Single-Family,1995,3,3,1,3.1,9,1,3,FALSE,2,Traditional,860000,22,Galleria,8,8,1/29/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
92314040,9842,Trumpet Street,,Houston,77078,Harris,Wood Glen,Single-Family,1968,3,1,1,1.1,3,0,1,FALSE,0,Traditional,135000,2,Northeast Houston,76,77,11/22/2020,HOUSTON ISD,HILLIARD ELEMENTARY,NORTH FOREST HIGH SCHOOL
92325908,1609,Saint Charles St ,B,Houston,77003,Harris,Trails/St Charles Street Sub,Single-Family,2012,3,2,1,2.1,6,0,2,FALSE,2,Contemporary/Modern,379900,4,East End Revitalized,1,1,2/5/2021,HOUSTON ISD,LANTRIP ELEMENTARY,WHEATLEY HIGH SCHOOL
92345402,8531,Hatton,,Houston,77025,Harris,Knollwood Village,Single-Family,2007,5,4,0,4,12,1,2,FALSE,2,Traditional,850000,17,Knollwood/Woodside Area,36,36,1/1/2021,HOUSTON ISD,LONGFELLOW ELEMENTARY,BELLAIRE HIGH SCHOOL
92360146,8727,Flossie Mae Street,,Houston,77029,Harris,Pleasantville Sec 06,Single-Family,1954,3,2,0,2,3,1,1,FALSE,0,Traditional,158000,2,Denver Harbor,111,111,10/18/2020,HOUSTON ISD,PLEASANTVILLE ELEMENTARY,FURR HIGH SCHOOL
92379201,5434,Candletree Drive,,Houston,77091,Harris,Shepherd Park Terrace Sec 02,Single-Family,1970,4,2,0,2,7,1,1,FALSE,2,Traditional,335000,9,Shepherd Park Plaza Area,30,30,1/7/2021,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
92384252,825,16th Street,,Houston,77008,Harris,Houston Heights,Single-Family,2020,4,4,1,4.1,13,2,3,FALSE,2,Contemporary/Modern,1199000,9,Heights/Greater Heights,157,157,8/1/2020,HOUSTON ISD,LOVE ELEMENTARY,WALTRIP HIGH SCHOOL
92394239,611,26 TH Street,,Houston,77008,Harris,Houston Heights,Single-Family,2019,3,2,1,2.1,8,1,3,FALSE,2,"Contemporary/Modern, Mediterranean",745900,9,Heights/Greater Heights,393,393,1/10/2020,HOUSTON ISD,HELMS ELEMENTARY,HEIGHTS HIGH SCHOOL
92405382,3808,Olde Bourbon,,Houston,77018,Harris,Oak Grove,Single-Family,2021,4,3,1,3.1,8,0,3,FALSE,2,Traditional,445000,9,Oak Forest East Area,56,156,12/12/2020,HOUSTON ISD,GARDEN OAKS MONTESSORI,WALTRIP HIGH SCHOOL
92409267,5208,Chenevert ,,Houston,77004,Harris,Chateaux at the Chenevert,Single-Family,2021,4,4,1,4.1,14,1,3,FALSE,2,Contemporary/Modern,949000,17,Rice/Museum District,14,480,1/23/2021,HOUSTON ISD,POE ELEMENTARY,LAMAR HIGH SCHOOL
92479478,1313,Willard Street,,Houston,77006,Harris,Stratford,Single-Family,2021,3,3,1,3.1,9,1,2,FALSE,2,"Contemporary/Modern, French, Traditional",1475000,16,Montrose,25,25,1/12/2021,HOUSTON ISD,WHARTON K-8 DUAL LANGUAGE ACADEMY,LAMAR HIGH SCHOOL
92482501,2713,Rosalie Avenue,,Houston,77004,Harris,HOLMAN OUTLOT 23,Single-Family,2020,3,3,1,3.1,4,0,3,FALSE,0,Contemporary/Modern,339900,4,University Area,94,94,11/4/2020,HOUSTON ISD,BLACKSHEAR ELEMENTARY,YATES HIGH SCHOOL
92483400,1505,Truxillo  Street,C,Houston,77004,Harris,Museum Mews at Truxillo,Single-Family,2020,3,3,1,3.1,8,0,4,FALSE,2,Contemporary/Modern,489900,16,Midtown - Houston,51,51,12/17/2020,HOUSTON ISD,GREGORY-LINCOLN ED CTR,LAMAR HIGH SCHOOL
92484278,5819,Indian Trail,,Houston,77057,Harris,Indian Trail Sec 01,Single-Family,1969,6,6,1,6.1,16,2,2,FALSE,3,Other Style,3800000,22,Tanglewood Area,16,336,1/21/2021,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
92503654,1903,La Magnolia Drive,,Houston,77023,Harris,Oaks of Lawndale,Single-Family,2021,3,2,1,2.1,5,0,2,FALSE,2,Traditional,343995,4,East End Revitalized,23,23,1/14/2021,HOUSTON ISD,CARRILLO ELEMENTARY,AUSTIN HIGH SCHOOL
92576441,6510,Cohn Street,,Houston,77091,Harris,Highland Heights,Single-Family,2021,3,2,1,2.1,4,0,2,FALSE,2,Contemporary/Modern,300000,9,Northwest Houston,47,47,12/21/2020,HOUSTON ISD,HIGHLAND HTS ELEMENTARY,WASHINGTON B T HIGH SCHOOL
92604832,822,Dorothy ,,Houston,77007,Harris,Kasel Estates on Dorothy,Single-Family,2020,3,2,1,2.1,11,1,2,FALSE,2,Traditional,565000,9,Heights/Greater Heights,151,151,9/8/2020,HOUSTON ISD,LOVE ELEMENTARY,HEIGHTS HIGH SCHOOL
92623998,726,17th Street,,Houston,77008,Harris,Houston Heights,Single-Family,1918,2,1,1,1.1,2,0,1,FALSE,0,Traditional,799000,9,Heights/Greater Heights,68,190,11/30/2020,HOUSTON ISD,HELMS ELEMENTARY,WALTRIP HIGH SCHOOL
92687204,21,Wynden  Drive,5,Houston,77056,Harris,West Oaks,Single-Family,1999,4,4,1,4.1,13,2,2,FALSE,2,Traditional,1499000,22,Tanglewood Area,139,322,9/20/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
92716080,1714,Dunlavy Street,,Houston,77006,Harris,Wawrose Estate,Single-Family,2007,3,3,1,3.1,6,0,3,TRUE,2,Contemporary/Modern,589950,16,River Oaks Shopping Area,65,65,12/3/2020,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
92718583,8019,Hartford Street,,Houston,77017,Harris,Park Place,Single-Family,1946,4,2,1,2.1,11,0,2,FALSE,1,Traditional,299900,3,Hobby Area,61,61,12/7/2020,HOUSTON ISD,PARK PLACE ELEMENTARY,CHAVEZ HIGH SCHOOL
92791912,10214,Cliffwood Drive,,Houston,77035,Harris,Willow Meadows Sec 04,Single-Family,1956,4,2,0,2,6,0,1,FALSE,2,Traditional,325000,20,Willow Meadows Area,131,131,9/28/2020,HOUSTON ISD,RED ELEMENTARY,WESTBURY HIGH SCHOOL
92860569,5711,Darlinghurst,,Houston,77085,Harris,Windsor Village Sec 01,Single-Family,1959,3,2,0,2,6,0,1,FALSE,0,Traditional,149900,20,Five Corners,5,12,2/1/2021,HOUSTON ISD,HINES-CALDWELL,MADISON HIGH SCHOOL
92893947,3011,Clearview Circle,,Houston,77025,Harris,Park/Clearview,Single-Family,2008,2,2,1,2.1,7,0,3,FALSE,0,Contemporary/Modern,269000,18,Medical Center Area,13,13,1/24/2021,HOUSTON ISD,SHEARN ELEMENTARY,MADISON HIGH SCHOOL
92925735,5418,Primrose Street,,Houston,77017,Harris,Forest Oaks R/P,Single-Family,1954,3,1,0,1,3,0,1,FALSE,0,Traditional,155000,3,Hobby Area,18,18,1/19/2021,HOUSTON ISD,PATTERSON ELEMENTARY,CHAVEZ HIGH SCHOOL
92930439,527,Lovett Boulevard,,Houston,77006,Harris,Lovett Gardens,Single-Family,2004,3,3,1,3.1,8,2,3,FALSE,2,Traditional,840000,16,Montrose,11,372,1/26/2021,HOUSTON ISD,WILSON MONTESSORI,LAMAR HIGH SCHOOL
92938808,8311,Ashcroft Drive,,Houston,77096,Harris,Maplewood Sec 04,Single-Family,1963,4,2,0,2,9,1,1,FALSE,2,Traditional,464995,17,Meyerland Area,3,88,2/3/2021,HOUSTON ISD,HEROD ELEMENTARY,BELLAIRE HIGH SCHOOL
92944717,7824,Janak Street,,Spring Branch,77055,Harris,Spring Branch,Single-Family,2020,3,2,1,2.1,10,0,2,FALSE,2,Traditional,489900,24,Spring Branch,267,267,5/15/2020,SPRING BRANCH ISD,TREASURE FOREST ELEMENTARY,NORTHBROOK HIGH SCHOOL
92978468,3826,Glen Arbor  Drive,A,Houston,77025,Harris,Braes Link Pt Rep 2,Single-Family,2020,3,3,1,3.1,7,1,4,FALSE,2,Traditional,624900,17,Braeswood Place,182,323,8/5/2020,HOUSTON ISD,TWAIN ELEMENTARY,LAMAR HIGH SCHOOL
92989512,4315,Dickson  Street,B,Houston,77007,Harris,Rice Military,Single-Family,2015,3,3,1,3.1,5,1,3,FALSE,2,Contemporary/Modern,850000,16,Rice Military/Washington Corridor,31,256,1/6/2021,HOUSTON ISD,MEMORIAL ELEMENTARY,HEIGHTS HIGH SCHOOL
93004654,4727,Pinebrook Lane,,Houston,77053,Harris,Westbrook,Single-Family,1965,3,1,1,1.1,5,0,1,FALSE,1,Contemporary/Modern,145000,18,Five Corners,123,123,10/6/2020,HOUSTON ISD,REAGAN K-8 EDUCATIONAL CTR,MADISON HIGH SCHOOL
93085439,502,Shadywood,,Houston,77057,Harris,Tanglewood Sec 17,Single-Family,1979,3,3,1,3.1,14,2,2,TRUE,2,Traditional,4200000,22,Tanglewood Area,133,133,9/26/2020,HOUSTON ISD,BRIARGROVE ELEMENTARY,WISDOM HIGH SCHOOL
93126151,8821,Laura Koppe Road,,Houston,77078,Harris,Chatwood Place Sec 03,Single-Family,1953,3,1,0,1,3,0,1,FALSE,0,Traditional,109900,2,Northeast Houston,9,9,1/28/2021,HOUSTON ISD,ELMORE ELEMENTARY,KASHMERE HIGH SCHOOL
93127515,15402,Ritter Circle Circle,,South Houston,77071,Harris,Fondren Park Sec 04,Single-Family,1966,4,2,0,2,6,0,1,FALSE,2,Ranch,170000,20,Missouri City Area,60,60,10/21/2020,HOUSTON ISD,GROSS ELEMENTARY,WESTBURY HIGH SCHOOL
93174115,7923,Glenview,,Houston,77061,Harris,Glenbrook Valley Sec 01,Single-Family,1955,3,2,1,2.1,7,0,2,FALSE,0,Traditional,280000,3,Hobby Area,13,13,1/24/2021,HOUSTON ISD,PARK PLACE ELEMENTARY,CHAVEZ HIGH SCHOOL
93177794,3662,Overbrook Lane,,Houston,77027,Harris,River Oaks,Single-Family,2021,5,5,2,5.2,12,1,3,FALSE,2,"Contemporary/Modern, Traditional",4695000,16,River Oaks Area,96,96,11/2/2020,HOUSTON ISD,RIVER OAKS ELEMENTARY,LAMAR HIGH SCHOOL
93243759,9411,Brown Leaf Circle,,Houston,77096,Harris,Maplewood South Sec 08,Single-Family,1966,4,2,1,2.1,10,1,1,FALSE,2,Traditional,424999,20,Brays Oaks,16,16,1/21/2021,HOUSTON ISD,ELROD ELEMENTARY,WESTBURY HIGH SCHOOL
93256963,2502,Goldsmith Street,,Houston,77030,Harris,Brantwood,Single-Family,2020,5,5,1,5.1,12,1,2,FALSE,2,"English, Traditional",1950000,17,Rice/Museum District,33,197,1/4/2021,HOUSTON ISD,ROBERTS ELEMENTARY,LAMAR HIGH SCHOOL
